:START_ID(Flight),:END_ID(Delay)
FL03562,DLY01269
FL03565,DLY01270
FL03567,DLY01271
FL03573,DLY01272
FL03574,DLY01273
FL03576,DLY01274
FL03579,DLY01275
FL03583,DLY01276
FL03586,DLY01277
FL03597,DLY01278
FL03598,DLY01279
FL03601,DLY01280
FL03602,DLY01281
FL03610,DLY01282
FL03619,DLY01283
FL03620,DLY01284
FL03621,DLY01285
FL03624,DLY01286
FL03626,DLY01287
FL03627,DLY01288
FL03629,DLY01289
FL03632,DLY01290
FL03636,DLY01291
FL03637,DLY01292
FL03641,DLY01293
FL03643,DLY01294
FL03646,DLY01295
FL03648,DLY01296
FL03655,DLY01297
FL03657,DLY01298
FL03660,DLY01299
FL03671,DLY01300
FL03673,DLY01301
FL03682,DLY01302
FL03686,DLY01303
FL03692,DLY01304
FL03694,DLY01305
FL03698,DLY01306
FL03703,DLY01307
FL03707,DLY01308
FL03708,DLY01309
FL03709,DLY01310
FL03710,DLY01311
FL03712,DLY01312
FL03713,DLY01313
FL03715,DLY01314
FL03719,DLY01315
FL03720,DLY01316
FL03721,DLY01317
FL03726,DLY01318
FL03729,DLY01319
FL03734,DLY01320
FL03735,DLY01321
FL03737,DLY01322
FL03741,DLY01323
FL03742,DLY01324
FL03747,DLY01325
FL03748,DLY01326
FL03750,DLY01327
FL03762,DLY01328
FL03764,DLY01329
FL03765,DLY01330
FL03774,DLY01331
FL03776,DLY01332
FL03778,DLY01333
FL03779,DLY01334
FL03781,DLY01335
FL03782,DLY01336
FL03789,DLY01337
FL03793,DLY01338
FL03795,DLY01339
FL03797,DLY01340
FL03801,DLY01341
FL03802,DLY01342
FL03803,DLY01343
FL03806,DLY01344
FL03808,DLY01345
FL03809,DLY01346
FL03810,DLY01347
FL03812,DLY01348
FL03813,DLY01349
FL03816,DLY01350
FL03823,DLY01351
FL03826,DLY01352
FL03827,DLY01353
FL03830,DLY01354
FL03832,DLY01355
FL03838,DLY01356
FL03845,DLY01357
FL03846,DLY01358
FL03849,DLY01359
FL03853,DLY01360
FL03854,DLY01361
FL03856,DLY01362
FL03861,DLY01363
FL03864,DLY01364
FL03866,DLY01365
FL03873,DLY01366
FL03882,DLY01367
FL03884,DLY01368
FL03885,DLY01369
FL03891,DLY01370
FL03894,DLY01371
FL03896,DLY01372
FL03900,DLY01373
FL03908,DLY01374
FL03912,DLY01375
FL03914,DLY01376
FL03915,DLY01377
FL03925,DLY01378
FL03928,DLY01379
FL03929,DLY01380
FL03935,DLY01381
FL03937,DLY01382
FL03938,DLY01383
FL03939,DLY01384
FL03940,DLY01385
FL03950,DLY01386
FL03952,DLY01387
FL03962,DLY01388
FL03964,DLY01389
FL03972,DLY01390
FL03979,DLY01391
FL03980,DLY01392
FL03981,DLY01393
FL03985,DLY01394
FL03986,DLY01395
FL03988,DLY01396
FL03989,DLY01397
FL03993,DLY01398
FL03994,DLY01399
FL03996,DLY01400
FL04003,DLY01401
FL04009,DLY01402
FL04011,DLY01403
FL04014,DLY01404
FL04017,DLY01405
FL04020,DLY01406
FL04021,DLY01407
FL04022,DLY01408
FL04024,DLY01409
FL04026,DLY01410
FL04027,DLY01411
FL04028,DLY01412
FL04029,DLY01413
FL04032,DLY01414
FL04033,DLY01415
FL04038,DLY01416
FL04041,DLY01417
FL04042,DLY01418
FL04044,DLY01419
FL04045,DLY01420
FL04049,DLY01421
FL04055,DLY01422
FL04058,DLY01423
FL04061,DLY01424
FL04063,DLY01425
FL04064,DLY01426
FL04065,DLY01427
FL04067,DLY01428
FL04069,DLY01429
FL04070,DLY01430
FL04077,DLY01431
FL04079,DLY01432
FL04080,DLY01433
FL04081,DLY01434
FL04083,DLY01435
FL04084,DLY01436
FL04087,DLY01437
FL04088,DLY01438
FL04090,DLY01439
FL04092,DLY01440
FL04095,DLY01441
FL04096,DLY01442
FL04099,DLY01443
FL04100,DLY01444
FL04102,DLY01445
FL04105,DLY01446
FL04106,DLY01447
FL04107,DLY01448
FL04108,DLY01449
FL04111,DLY01450
FL04113,DLY01451
FL04115,DLY01452
FL04117,DLY01453
FL04119,DLY01454
FL04122,DLY01455
FL04126,DLY01456
FL04133,DLY01457
FL04150,DLY01458
FL04153,DLY01459
FL04158,DLY01460
FL04159,DLY01461
FL04165,DLY01462
FL04175,DLY01463
FL04178,DLY01464
FL04180,DLY01465
FL04199,DLY01466
FL04218,DLY01467
FL04223,DLY01468
FL04228,DLY01469
FL04233,DLY01470
FL04235,DLY01471
FL04236,DLY01472
FL04248,DLY01473
FL04250,DLY01474
FL04256,DLY01475
FL04259,DLY01476
FL04261,DLY01477
FL04264,DLY01478
FL04269,DLY01479
FL04270,DLY01480
FL04280,DLY01481
FL04292,DLY01482
FL04300,DLY01483
FL04301,DLY01484
FL04310,DLY01485
FL04317,DLY01486
FL04319,DLY01487
FL04320,DLY01488
FL04324,DLY01489
FL04328,DLY01490
FL04329,DLY01491
FL04332,DLY01492
FL04338,DLY01493
FL04343,DLY01494
FL04350,DLY01495
FL04356,DLY01496
FL04359,DLY01497
FL04367,DLY01498
FL04370,DLY01499
FL04376,DLY01500
FL04379,DLY01501
FL04381,DLY01502
FL04389,DLY01503
FL04393,DLY01504
FL04399,DLY01505
FL04410,DLY01506
FL04413,DLY01507
FL04414,DLY01508
FL04416,DLY01509
FL04423,DLY01510
FL04427,DLY01511
FL04428,DLY01512
FL04436,DLY01513
FL04438,DLY01514
FL04443,DLY01515
FL04444,DLY01516
FL04449,DLY01517
FL04453,DLY01518
FL04455,DLY01519
FL04458,DLY01520
FL04459,DLY01521
FL04460,DLY01522
FL04461,DLY01523
FL04466,DLY01524
FL04475,DLY01525
FL04481,DLY01526
FL04484,DLY01527
FL04488,DLY01528
FL04500,DLY01529
FL04504,DLY01530
FL04507,DLY01531
FL04508,DLY01532
FL04509,DLY01533
FL04513,DLY01534
FL04515,DLY01535
FL04520,DLY01536
FL04523,DLY01537
FL04524,DLY01538
FL04526,DLY01539
FL04530,DLY01540
FL04532,DLY01541
FL04533,DLY01542
FL04534,DLY01543
FL04537,DLY01544
FL04540,DLY01545
FL04548,DLY01546
FL04549,DLY01547
FL04550,DLY01548
FL04551,DLY01549
FL04554,DLY01550
FL04555,DLY01551
FL04556,DLY01552
FL04558,DLY01553
FL04559,DLY01554
FL04560,DLY01555
FL04561,DLY01556
FL04564,DLY01557
FL04565,DLY01558
FL04571,DLY01559
FL04582,DLY01560
FL04583,DLY01561
FL04586,DLY01562
FL04587,DLY01563
FL04588,DLY01564
FL04592,DLY01565
FL04594,DLY01566
FL04597,DLY01567
FL04598,DLY01568
FL04600,DLY01569
FL04601,DLY01570
FL04603,DLY01571
FL04606,DLY01572
FL04607,DLY01573
FL04610,DLY01574
FL04614,DLY01575
FL04616,DLY01576
FL04617,DLY01577
FL04619,DLY01578
FL04621,DLY01579
FL04622,DLY01580
FL04623,DLY01581
FL04628,DLY01582
FL04637,DLY01583
FL04638,DLY01584
FL04643,DLY01585
FL04644,DLY01586
FL04649,DLY01587
FL04652,DLY01588
FL04653,DLY01589
FL04656,DLY01590
FL04657,DLY01591
FL04661,DLY01592
FL04666,DLY01593
FL04670,DLY01594
FL04671,DLY01595
FL04672,DLY01596
FL04673,DLY01597
FL04678,DLY01598
FL04680,DLY01599
FL04686,DLY01600
FL04687,DLY01601
FL04689,DLY01602
FL04691,DLY01603
FL04693,DLY01604
FL04694,DLY01605
FL04695,DLY01606
FL04696,DLY01607
FL04699,DLY01608
FL04705,DLY01609
FL04706,DLY01610
FL04709,DLY01611
FL04717,DLY01612
FL04719,DLY01613
FL04720,DLY01614
FL04727,DLY01615
FL04732,DLY01616
FL04735,DLY01617
FL04738,DLY01618
FL04740,DLY01619
FL04741,DLY01620
FL04743,DLY01621
FL04745,DLY01622
FL04746,DLY01623
FL04747,DLY01624
FL04750,DLY01625
FL04751,DLY01626
FL04752,DLY01627
FL04756,DLY01628
FL04757,DLY01629
FL04759,DLY01630
FL04761,DLY01631
FL04762,DLY01632
FL04763,DLY01633
FL04764,DLY01634
FL04772,DLY01635
FL04782,DLY01636
FL04783,DLY01637
FL04785,DLY01638
FL04790,DLY01639
FL04797,DLY01640
FL04801,DLY01641
FL04803,DLY01642
FL04805,DLY01643
FL04807,DLY01644
FL04808,DLY01645
FL04809,DLY01646
FL04810,DLY01647
FL04813,DLY01648
FL04814,DLY01649
FL04816,DLY01650
FL04818,DLY01651
FL04821,DLY01652
FL04824,DLY01653
FL04825,DLY01654
FL04826,DLY01655
FL04834,DLY01656
FL04835,DLY01657
FL04838,DLY01658
FL04840,DLY01659
FL04842,DLY01660
FL04843,DLY01661
FL04844,DLY01662
FL04847,DLY01663
FL04848,DLY01664
FL04849,DLY01665
FL04850,DLY01666
FL04851,DLY01667
FL04856,DLY01668
FL04857,DLY01669
FL04859,DLY01670
FL04860,DLY01671
FL04862,DLY01672
FL04865,DLY01673
FL04866,DLY01674
FL04868,DLY01675
FL04870,DLY01676
FL04877,DLY01677
FL04879,DLY01678
FL04880,DLY01679
FL04882,DLY01680
FL04890,DLY01681
FL04891,DLY01682
FL04892,DLY01683
FL04896,DLY01684
FL04897,DLY01685
FL04898,DLY01686
FL04899,DLY01687
FL04900,DLY01688
FL04901,DLY01689
FL04904,DLY01690
FL04905,DLY01691
FL04906,DLY01692
FL04908,DLY01693
FL04909,DLY01694
FL04911,DLY01695
FL04912,DLY01696
FL04913,DLY01697
FL04916,DLY01698
FL04920,DLY01699
FL04921,DLY01700
FL04922,DLY01701
FL04923,DLY01702
FL04924,DLY01703
FL04925,DLY01704
FL04926,DLY01705
FL04928,DLY01706
FL04929,DLY01707
FL04930,DLY01708
FL04938,DLY01709
FL04939,DLY01710
FL04943,DLY01711
FL04944,DLY01712
FL04945,DLY01713
FL04947,DLY01714
FL04948,DLY01715
FL04952,DLY01716
FL04956,DLY01717
FL04957,DLY01718
FL04958,DLY01719
FL04960,DLY01720
FL04962,DLY01721
FL04965,DLY01722
FL04969,DLY01723
FL04971,DLY01724
FL04972,DLY01725
FL04976,DLY01726
FL04977,DLY01727
FL04983,DLY01728
FL04985,DLY01729
FL04986,DLY01730
FL04987,DLY01731
FL04992,DLY01732
FL04999,DLY01733
FL05004,DLY01734
FL05005,DLY01735
FL05008,DLY01736
FL05009,DLY01737
FL05010,DLY01738
FL05013,DLY01739
FL05019,DLY01740
FL05020,DLY01741
FL05028,DLY01742
FL05035,DLY01743
FL05037,DLY01744
FL05038,DLY01745
FL05039,DLY01746
FL05040,DLY01747
FL05043,DLY01748
FL05044,DLY01749
FL05046,DLY01750
FL05048,DLY01751
FL05050,DLY01752
FL05055,DLY01753
FL05056,DLY01754
FL05057,DLY01755
FL05058,DLY01756
FL05059,DLY01757
FL05060,DLY01758
FL05064,DLY01759
FL05066,DLY01760
FL05067,DLY01761
FL05068,DLY01762
FL05069,DLY01763
FL05071,DLY01764
FL05074,DLY01765
FL05078,DLY01766
FL05083,DLY01767
FL05084,DLY01768
FL05085,DLY01769
FL05091,DLY01770
FL05093,DLY01771
FL05094,DLY01772
FL05095,DLY01773
FL05096,DLY01774
FL05106,DLY01775
FL05107,DLY01776
FL05109,DLY01777
FL05110,DLY01778
FL05114,DLY01779
FL05115,DLY01780
FL05122,DLY01781
FL05126,DLY01782
FL05129,DLY01783
FL05130,DLY01784
FL05131,DLY01785
FL05134,DLY01786
FL05138,DLY01787
FL05140,DLY01788
FL05146,DLY01789
FL05148,DLY01790
FL05150,DLY01791
FL05153,DLY01792
FL05156,DLY01793
FL05157,DLY01794
FL05158,DLY01795
FL05159,DLY01796
FL05160,DLY01797
FL05161,DLY01798
FL05162,DLY01799
FL05164,DLY01800
FL05165,DLY01801
FL05167,DLY01802
FL05168,DLY01803
FL05172,DLY01804
FL05173,DLY01805
FL05179,DLY01806
FL05181,DLY01807
FL05183,DLY01808
FL05184,DLY01809
FL05185,DLY01810
FL05192,DLY01811
FL05194,DLY01812
FL05195,DLY01813
FL05196,DLY01814
FL05198,DLY01815
FL05199,DLY01816
FL05200,DLY01817
FL05206,DLY01818
FL05207,DLY01819
FL05209,DLY01820
FL05216,DLY01821
FL05218,DLY01822
FL05222,DLY01823
FL05226,DLY01824
FL05233,DLY01825
FL05235,DLY01826
FL05236,DLY01827
FL05239,DLY01828
FL05240,DLY01829
FL05241,DLY01830
FL05245,DLY01831
FL05248,DLY01832
FL05256,DLY01833
FL05257,DLY01834
FL05271,DLY01835
FL05274,DLY01836
FL05275,DLY01837
FL05277,DLY01838
FL05281,DLY01839
FL05283,DLY01840
FL05285,DLY01841
FL05286,DLY01842
FL05287,DLY01843
FL05288,DLY01844
FL05290,DLY01845
FL05293,DLY01846
FL05295,DLY01847
FL05297,DLY01848
FL05300,DLY01849
FL05301,DLY01850
FL05302,DLY01851
FL05303,DLY01852
FL05307,DLY01853
FL05309,DLY01854
FL05311,DLY01855
FL05313,DLY01856
FL05316,DLY01857
FL05318,DLY01858
FL05320,DLY01859
FL05321,DLY01860
FL05323,DLY01861
FL05324,DLY01862
FL05325,DLY01863
FL05326,DLY01864
FL05329,DLY01865
FL05336,DLY01866
FL05337,DLY01867
FL05340,DLY01868
FL05342,DLY01869
FL05344,DLY01870
FL05345,DLY01871
FL05348,DLY01872
FL05349,DLY01873
FL05350,DLY01874
FL05354,DLY01875
FL05359,DLY01876
FL05360,DLY01877
FL05363,DLY01878
FL05367,DLY01879
FL05368,DLY01880
FL05374,DLY01881
FL05375,DLY01882
FL05376,DLY01883
FL05377,DLY01884
FL05379,DLY01885
FL05382,DLY01886
FL05383,DLY01887
FL05384,DLY01888
FL05389,DLY01889
FL05390,DLY01890
FL05392,DLY01891
FL05394,DLY01892
FL05401,DLY01893
FL05406,DLY01894
FL05408,DLY01895
FL05409,DLY01896
FL05420,DLY01897
FL05421,DLY01898
FL05422,DLY01899
FL05426,DLY01900
FL05428,DLY01901
FL05429,DLY01902
FL05433,DLY01903
FL05438,DLY01904
FL05439,DLY01905
FL05440,DLY01906
FL05441,DLY01907
FL05442,DLY01908
FL05444,DLY01909
FL05446,DLY01910
FL05453,DLY01911
FL05456,DLY01912
FL05465,DLY01913
FL05467,DLY01914
FL05469,DLY01915
FL05470,DLY01916
FL05471,DLY01917
FL05475,DLY01918
FL05477,DLY01919
FL05480,DLY01920
FL05482,DLY01921
FL05484,DLY01922
FL05485,DLY01923
FL05487,DLY01924
FL05488,DLY01925
FL05489,DLY01926
FL05496,DLY01927
FL05502,DLY01928
FL05505,DLY01929
FL05510,DLY01930
FL05513,DLY01931
FL05515,DLY01932
FL05517,DLY01933
FL05519,DLY01934
FL05520,DLY01935
FL05521,DLY01936
FL05526,DLY01937
FL05527,DLY01938
FL05528,DLY01939
FL05530,DLY01940
FL05533,DLY01941
FL05539,DLY01942
FL05541,DLY01943
FL05542,DLY01944
FL05544,DLY01945
FL05546,DLY01946
FL05548,DLY01947
FL05551,DLY01948
FL05552,DLY01949
FL05553,DLY01950
FL05555,DLY01951
FL05556,DLY01952
FL05557,DLY01953
FL05558,DLY01954
FL05561,DLY01955
FL05563,DLY01956
FL05565,DLY01957
FL05568,DLY01958
FL05576,DLY01959
FL05589,DLY01960
FL05599,DLY01961
FL05601,DLY01962
FL05607,DLY01963
FL05615,DLY01964
FL05619,DLY01965
FL05620,DLY01966
FL05624,DLY01967
FL05630,DLY01968
FL05631,DLY01969
FL05637,DLY01970
FL05639,DLY01971
FL05642,DLY01972
FL05643,DLY01973
FL05644,DLY01974
FL05647,DLY01975
FL05649,DLY01976
FL05650,DLY01977
FL05654,DLY01978
FL05657,DLY01979
FL05658,DLY01980
FL05660,DLY01981
FL05663,DLY01982
FL05667,DLY01983
FL05668,DLY01984
FL05674,DLY01985
FL05675,DLY01986
FL05677,DLY01987
FL05684,DLY01988
FL05687,DLY01989
FL05689,DLY01990
FL05690,DLY01991
FL05691,DLY01992
FL05701,DLY01993
FL05702,DLY01994
FL05705,DLY01995
FL05706,DLY01996
FL05707,DLY01997
FL05710,DLY01998
FL05715,DLY01999
FL05720,DLY02000
FL05722,DLY02001
FL05723,DLY02002
FL05725,DLY02003
FL05726,DLY02004
FL05727,DLY02005
FL05733,DLY02006
FL05734,DLY02007
FL05736,DLY02008
FL05739,DLY02009
FL05740,DLY02010
FL05742,DLY02011
FL05744,DLY02012
FL05747,DLY02013
FL05750,DLY02014
FL05751,DLY02015
FL05752,DLY02016
FL05753,DLY02017
FL05754,DLY02018
FL05756,DLY02019
FL05758,DLY02020
FL05759,DLY02021
FL05762,DLY02022
FL05764,DLY02023
FL05767,DLY02024
FL05769,DLY02025
FL05775,DLY02026
FL05778,DLY02027
FL05780,DLY02028
FL05781,DLY02029
FL05782,DLY02030
FL05783,DLY02031
FL05785,DLY02032
FL05786,DLY02033
FL05792,DLY02034
FL05793,DLY02035
FL05794,DLY02036
FL05796,DLY02037
FL05797,DLY02038
FL05798,DLY02039
FL05801,DLY02040
FL05803,DLY02041
FL05806,DLY02042
FL05814,DLY02043
FL05817,DLY02044
FL05818,DLY02045
FL05819,DLY02046
FL05820,DLY02047
FL05821,DLY02048
FL05822,DLY02049
FL05823,DLY02050
FL05825,DLY02051
FL05826,DLY02052
FL05830,DLY02053
FL05832,DLY02054
FL05833,DLY02055
FL05834,DLY02056
FL05840,DLY02057
FL05841,DLY02058
FL05843,DLY02059
FL05846,DLY02060
FL05847,DLY02061
FL05848,DLY02062
FL05849,DLY02063
FL05850,DLY02064
FL05851,DLY02065
FL05852,DLY02066
FL05853,DLY02067
FL05856,DLY02068
FL05857,DLY02069
FL05858,DLY02070
FL05862,DLY02071
FL05863,DLY02072
FL05864,DLY02073
FL05867,DLY02074
FL05873,DLY02075
FL05876,DLY02076
FL05879,DLY02077
FL05880,DLY02078
FL05882,DLY02079
FL05883,DLY02080
FL05884,DLY02081
FL05885,DLY02082
FL05886,DLY02083
FL05887,DLY02084
FL05888,DLY02085
FL05889,DLY02086
FL05890,DLY02087
FL05893,DLY02088
FL05894,DLY02089
FL05895,DLY02090
FL05896,DLY02091
FL05899,DLY02092
FL05901,DLY02093
FL05903,DLY02094
FL05904,DLY02095
FL05907,DLY02096
FL05908,DLY02097
FL05911,DLY02098
FL05913,DLY02099
FL05914,DLY02100
FL05915,DLY02101
FL05917,DLY02102
FL05920,DLY02103
FL05922,DLY02104
FL05924,DLY02105
FL05926,DLY02106
FL05929,DLY02107
FL05930,DLY02108
FL05931,DLY02109
FL05932,DLY02110
FL05933,DLY02111
FL05935,DLY02112
FL05938,DLY02113
FL05939,DLY02114
FL05940,DLY02115
FL05943,DLY02116
FL05944,DLY02117
FL05948,DLY02118
FL05949,DLY02119
FL05951,DLY02120
FL05952,DLY02121
FL05953,DLY02122
FL05954,DLY02123
FL05959,DLY02124
FL05961,DLY02125
FL05963,DLY02126
FL05964,DLY02127
FL05965,DLY02128
FL05967,DLY02129
FL05970,DLY02130
FL05973,DLY02131
FL05974,DLY02132
FL05976,DLY02133
FL05977,DLY02134
FL05978,DLY02135
FL05979,DLY02136
FL05980,DLY02137
FL05982,DLY02138
FL05983,DLY02139
FL05987,DLY02140
FL05992,DLY02141
FL05993,DLY02142
FL05994,DLY02143
FL05995,DLY02144
FL05997,DLY02145
FL06000,DLY02146
FL06001,DLY02147
FL06002,DLY02148
FL06007,DLY02149
FL06009,DLY02150
FL06010,DLY02151
FL06011,DLY02152
FL06012,DLY02153
FL06013,DLY02154
FL06014,DLY02155
FL06015,DLY02156
FL06017,DLY02157
FL06018,DLY02158
FL06019,DLY02159
FL06020,DLY02160
FL06023,DLY02161
FL06024,DLY02162
FL06029,DLY02163
FL06030,DLY02164
FL06035,DLY02165
FL06036,DLY02166
FL06037,DLY02167
FL06039,DLY02168
FL06040,DLY02169
FL06041,DLY02170
FL06044,DLY02171
FL06048,DLY02172
FL06050,DLY02173
FL06051,DLY02174
FL06055,DLY02175
FL06057,DLY02176
FL06058,DLY02177
FL06060,DLY02178
FL06062,DLY02179
FL06064,DLY02180
FL06067,DLY02181
FL06075,DLY02182
FL06078,DLY02183
FL06080,DLY02184
FL06089,DLY02185
FL06090,DLY02186
FL06092,DLY02187
FL06094,DLY02188
FL06095,DLY02189
FL06096,DLY02190
FL06099,DLY02191
FL06101,DLY02192
FL06102,DLY02193
FL06103,DLY02194
FL06106,DLY02195
FL06109,DLY02196
FL06114,DLY02197
FL06115,DLY02198
FL06116,DLY02199
FL06118,DLY02200
FL06119,DLY02201
FL06120,DLY02202
FL06123,DLY02203
FL06130,DLY02204
FL06132,DLY02205
FL06134,DLY02206
FL06136,DLY02207
FL06137,DLY02208
FL06140,DLY02209
FL06143,DLY02210
FL06145,DLY02211
FL06152,DLY02212
FL06154,DLY02213
FL06155,DLY02214
FL06156,DLY02215
FL06157,DLY02216
FL06158,DLY02217
FL06160,DLY02218
FL06165,DLY02219
FL06167,DLY02220
FL06171,DLY02221
FL06174,DLY02222
FL06176,DLY02223
FL06179,DLY02224
FL06182,DLY02225
FL06185,DLY02226
FL06187,DLY02227
FL06188,DLY02228
FL06189,DLY02229
FL06190,DLY02230
FL06192,DLY02231
FL06195,DLY02232
FL06196,DLY02233
FL06202,DLY02234
FL06207,DLY02235
FL06212,DLY02236
FL06214,DLY02237
FL06215,DLY02238
FL06218,DLY02239
FL06219,DLY02240
FL06222,DLY02241
FL06223,DLY02242
FL06224,DLY02243
FL06226,DLY02244
FL06227,DLY02245
FL06229,DLY02246
FL06232,DLY02247
FL06235,DLY02248
FL06236,DLY02249
FL06240,DLY02250
FL06241,DLY02251
FL06242,DLY02252
FL06246,DLY02253
FL06247,DLY02254
FL06250,DLY02255
FL06252,DLY02256
FL06255,DLY02257
FL06257,DLY02258
FL06259,DLY02259
FL06260,DLY02260
FL06261,DLY02261
FL06262,DLY02262
FL06267,DLY02263
FL06268,DLY02264
FL06274,DLY02265
FL06275,DLY02266
FL06276,DLY02267
FL06279,DLY02268
FL06281,DLY02269
FL06283,DLY02270
FL06286,DLY02271
FL06287,DLY02272
FL06288,DLY02273
FL06291,DLY02274
FL06294,DLY02275
FL06299,DLY02276
FL06302,DLY02277
FL06305,DLY02278
FL06306,DLY02279
FL06308,DLY02280
FL06310,DLY02281
FL06312,DLY02282
FL06313,DLY02283
FL06317,DLY02284
FL06319,DLY02285
FL06321,DLY02286
FL06322,DLY02287
FL06328,DLY02288
FL06334,DLY02289
FL06335,DLY02290
FL06336,DLY02291
FL06338,DLY02292
FL06343,DLY02293
FL06344,DLY02294
FL06346,DLY02295
FL06348,DLY02296
FL06349,DLY02297
FL06350,DLY02298
FL06356,DLY02299
FL06359,DLY02300
FL06365,DLY02301
FL06367,DLY02302
FL06368,DLY02303
FL06369,DLY02304
FL06371,DLY02305
FL06372,DLY02306
FL06374,DLY02307
FL06377,DLY02308
FL06380,DLY02309
FL06388,DLY02310
FL06389,DLY02311
FL06394,DLY02312
FL06397,DLY02313
FL06401,DLY02314
FL06402,DLY02315
FL06403,DLY02316
FL06404,DLY02317
FL06409,DLY02318
FL06411,DLY02319
FL06414,DLY02320
FL06415,DLY02321
FL06416,DLY02322
FL06419,DLY02323
FL06422,DLY02324
FL06423,DLY02325
FL06425,DLY02326
FL06428,DLY02327
FL06431,DLY02328
FL06437,DLY02329
FL06438,DLY02330
FL06441,DLY02331
FL06444,DLY02332
FL06446,DLY02333
FL06448,DLY02334
FL06450,DLY02335
FL06451,DLY02336
FL06452,DLY02337
FL06454,DLY02338
FL06455,DLY02339
FL06461,DLY02340
FL06462,DLY02341
FL06465,DLY02342
FL06469,DLY02343
FL06473,DLY02344
FL06477,DLY02345
FL06481,DLY02346
FL06482,DLY02347
FL06491,DLY02348
FL06494,DLY02349
FL06502,DLY02350
FL06505,DLY02351
FL06511,DLY02352
FL06519,DLY02353
FL06520,DLY02354
FL06523,DLY02355
FL06525,DLY02356
FL06530,DLY02357
FL06535,DLY02358
FL06537,DLY02359
FL06538,DLY02360
FL06539,DLY02361
FL06542,DLY02362
FL06548,DLY02363
FL06551,DLY02364
FL06552,DLY02365
FL06558,DLY02366
FL06559,DLY02367
FL06569,DLY02368
FL06570,DLY02369
FL06573,DLY02370
FL06574,DLY02371
FL06577,DLY02372
FL06579,DLY02373
FL06581,DLY02374
FL06583,DLY02375
FL06592,DLY02376
FL06593,DLY02377
FL06594,DLY02378
FL06599,DLY02379
FL06600,DLY02380
FL06604,DLY02381
FL06605,DLY02382
FL06611,DLY02383
FL06614,DLY02384
FL06616,DLY02385
FL06618,DLY02386
FL06620,DLY02387
FL06625,DLY02388
FL06627,DLY02389
FL06632,DLY02390
FL06641,DLY02391
FL06644,DLY02392
FL06654,DLY02393
FL06656,DLY02394
FL06657,DLY02395
FL06665,DLY02396
FL06670,DLY02397
FL06677,DLY02398
FL06689,DLY02399
FL06691,DLY02400
FL06698,DLY02401
FL06699,DLY02402
FL06701,DLY02403
FL06708,DLY02404
FL06717,DLY02405
FL06718,DLY02406
FL06721,DLY02407
FL06723,DLY02408
FL06727,DLY02409
FL06728,DLY02410
FL06734,DLY02411
FL06737,DLY02412
FL06739,DLY02413
FL06750,DLY02414
FL06751,DLY02415
FL06753,DLY02416
FL06755,DLY02417
FL06771,DLY02418
FL06775,DLY02419
FL06776,DLY02420
FL06785,DLY02421
FL06786,DLY02422
FL06793,DLY02423
FL06796,DLY02424
FL06806,DLY02425
FL06807,DLY02426
FL06808,DLY02427
FL06809,DLY02428
FL06811,DLY02429
FL06813,DLY02430
FL06818,DLY02431
FL06821,DLY02432
FL06825,DLY02433
FL06826,DLY02434
FL06827,DLY02435
FL06828,DLY02436
FL06830,DLY02437
FL06836,DLY02438
FL06839,DLY02439
FL06841,DLY02440
FL06845,DLY02441
FL06853,DLY02442
FL06857,DLY02443
FL06862,DLY02444
FL06866,DLY02445
FL06882,DLY02446
FL06887,DLY02447
FL06894,DLY02448
FL06900,DLY02449
FL06907,DLY02450
FL06911,DLY02451
FL06914,DLY02452
FL06917,DLY02453
FL06919,DLY02454
FL06944,DLY02455
FL06948,DLY02456
FL06949,DLY02457
FL06952,DLY02458
FL06972,DLY02459
FL06980,DLY02460
FL06983,DLY02461
FL06986,DLY02462
FL06994,DLY02463
FL06996,DLY02464
FL07002,DLY02465
FL07004,DLY02466
FL07005,DLY02467
FL07011,DLY02468
FL07018,DLY02469
FL07019,DLY02470
FL07022,DLY02471
FL07023,DLY02472
FL07024,DLY02473
FL07025,DLY02474
FL07026,DLY02475
FL07030,DLY02476
FL07032,DLY02477
FL07035,DLY02478
FL07044,DLY02479
FL07054,DLY02480
FL07064,DLY02481
FL07068,DLY02482
FL07076,DLY02483
FL07077,DLY02484
FL07079,DLY02485
FL07089,DLY02486
FL07096,DLY02487
FL07098,DLY02488
FL07099,DLY02489
FL07101,DLY02490
FL07105,DLY02491
FL07107,DLY02492
FL07115,DLY02493
FL07121,DLY02494
FL07127,DLY02495
FL07128,DLY02496
FL07137,DLY02497
FL07138,DLY02498
FL07139,DLY02499
