:ID(Flight),flight_number,aircraft_id,operator,origin,destination,scheduled_departure,scheduled_arrival
FL00258,SK998,AC1001,SkyWays,MKE,DEN,2024-08-25T19:59:48,2024-08-25T21:54:23
FL00259,SK421,AC1001,SkyWays,DEN,SEA,2024-08-25T23:24:23,2024-08-26T04:39:30
FL00260,SK290,AC1001,SkyWays,SEA,ABQ,2024-08-26T07:42:39,2024-08-26T09:24:53
FL00261,SK637,AC1001,SkyWays,ABQ,MSP,2024-08-26T10:16:53,2024-08-26T15:24:16
FL00262,SK581,AC1001,SkyWays,MSP,BWI,2024-08-26T16:40:16,2024-08-26T19:08:05
FL00263,SK576,AC1001,SkyWays,BWI,BNA,2024-08-27T08:20:05,2024-08-27T13:45:49
FL00264,SK580,AC1001,SkyWays,BNA,ATL,2024-08-27T14:57:49,2024-08-27T18:36:35
FL00265,SK353,AC1001,SkyWays,ATL,TPA,2024-08-27T19:58:35,2024-08-27T23:17:45
FL00266,SK773,AC1001,SkyWays,TPA,SEA,2024-08-28T00:26:45,2024-08-28T04:00:27
FL00267,SK872,AC1001,SkyWays,SEA,MKE,2024-08-28T08:47:23,2024-08-28T13:20:56
FL00268,SK243,AC1001,SkyWays,MKE,PHL,2024-08-28T14:28:56,2024-08-28T17:28:44
FL00269,SK846,AC1001,SkyWays,PHL,MEM,2024-08-28T18:23:44,2024-08-28T23:25:19
FL00270,SK552,AC1001,SkyWays,MEM,CLT,2024-08-29T00:11:19,2024-08-29T01:15:57
FL00271,SK514,AC1001,SkyWays,CLT,DFW,2024-08-29T02:45:57,2024-08-29T08:02:21
FL00272,SK736,AC1001,SkyWays,DFW,SEA,2024-08-29T07:02:12,2024-08-29T08:06:27
FL00273,SK223,AC1001,SkyWays,SEA,SAN,2024-08-29T08:56:27,2024-08-29T11:51:17
FL00274,SK842,AC1001,SkyWays,SAN,BOS,2024-08-29T13:13:17,2024-08-29T17:41:22
FL00275,SK423,AC1001,SkyWays,BOS,ORD,2024-08-29T18:54:22,2024-08-29T23:30:47
FL00276,SK411,AC1001,SkyWays,ORD,MKE,2024-08-30T08:00:42,2024-08-30T12:01:56
FL00277,SK473,AC1001,SkyWays,MKE,CLT,2024-08-30T12:58:56,2024-08-30T17:36:40
FL00278,SK322,AC1001,SkyWays,CLT,MIA,2024-08-30T19:01:40,2024-08-30T21:59:46
FL00279,SK814,AC1001,SkyWays,MIA,JFK,2024-08-30T23:07:46,2024-08-31T02:10:11
FL00280,SK146,AC1001,SkyWays,JFK,ORD,2024-08-31T03:17:11,2024-08-31T05:08:28
FL00281,SK231,AC1001,SkyWays,ORD,MIA,2024-08-31T06:19:28,2024-08-31T07:36:58
FL00282,SK947,AC1001,SkyWays,MIA,PHX,2024-08-31T07:38:33,2024-08-31T12:09:31
FL00283,SK441,AC1001,SkyWays,PHX,IND,2024-08-31T13:24:31,2024-08-31T16:45:06
FL00284,SK842,AC1001,SkyWays,IND,LAX,2024-08-31T17:39:06,2024-08-31T23:03:18
FL00285,SK590,AC1001,SkyWays,LAX,ORD,2024-09-01T00:07:18,2024-09-01T03:15:03
FL00286,SK641,AC1001,SkyWays,ORD,ATL,2024-09-01T04:44:03,2024-09-01T05:53:36
FL00287,SK799,AC1001,SkyWays,ATL,JFK,2024-09-01T06:51:36,2024-09-01T10:22:36
FL00288,SK533,AC1001,SkyWays,JFK,AUS,2024-09-01T08:20:06,2024-09-01T13:30:53
FL00289,SK782,AC1001,SkyWays,AUS,BOS,2024-09-01T14:27:53,2024-09-01T17:22:48
FL00290,SK458,AC1001,SkyWays,BOS,SEA,2024-09-01T18:32:48,2024-09-01T21:13:04
FL00291,SK871,AC1001,SkyWays,SEA,BNA,2024-09-01T22:26:04,2024-09-02T02:44:31
FL00292,SK862,AC1001,SkyWays,BNA,LAX,2024-09-02T03:47:31,2024-09-02T04:48:20
FL00293,SK774,AC1001,SkyWays,LAX,STL,2024-09-02T06:15:20,2024-09-02T09:25:19
FL00294,SK766,AC1001,SkyWays,STL,RDU,2024-09-02T06:59:04,2024-09-02T11:21:14
FL00295,SK653,AC1001,SkyWays,RDU,BOS,2024-09-02T12:38:14,2024-09-02T13:45:12
FL00296,SK450,AC1001,SkyWays,BOS,MIA,2024-09-02T14:50:12,2024-09-02T16:31:02
FL00297,SK744,AC1001,SkyWays,MIA,BWI,2024-09-02T17:34:02,2024-09-02T22:05:46
FL00298,SK908,AC1001,SkyWays,BWI,ATL,2024-09-03T06:02:57,2024-09-03T08:42:48
FL00299,SK488,AC1001,SkyWays,ATL,DTW,2024-09-03T09:46:48,2024-09-03T11:18:23
FL00300,SK750,AC1001,SkyWays,DTW,MCI,2024-09-03T12:46:23,2024-09-03T14:09:36
FL00301,SK382,AC1001,SkyWays,MCI,SLC,2024-09-04T06:16:04,2024-09-04T07:20:34
FL00302,SK992,AC1001,SkyWays,SLC,SFO,2024-09-04T08:46:34,2024-09-04T09:57:56
FL00303,SK756,AC1001,SkyWays,SFO,PHX,2024-09-04T11:03:56,2024-09-04T12:13:05
FL00304,SK515,AC1001,SkyWays,PHX,ORD,2024-09-04T13:06:05,2024-09-04T16:15:02
FL00305,SK766,AC1001,SkyWays,ORD,PHL,2024-09-04T17:36:02,2024-09-04T18:46:03
FL00306,SK440,AC1001,SkyWays,PHL,BNA,2024-09-04T20:09:03,2024-09-04T23:57:29
FL00307,SK316,AC1001,SkyWays,BNA,DFW,2024-09-05T08:45:39,2024-09-05T12:42:37
FL00308,SK268,AC1001,SkyWays,DFW,DEN,2024-09-05T13:52:37,2024-09-05T15:30:26
FL00309,SK199,AC1001,SkyWays,DEN,AUS,2024-09-05T16:35:26,2024-09-05T21:42:50
FL00310,SK403,AC1001,SkyWays,AUS,LAX,2024-09-06T06:42:25,2024-09-06T11:08:29
FL00311,SK751,AC1001,SkyWays,LAX,ATL,2024-09-06T12:35:29,2024-09-06T14:48:57
FL00312,SK511,AC1001,SkyWays,ATL,PHL,2024-09-06T16:12:57,2024-09-06T20:24:43
FL00313,SK847,AC1001,SkyWays,PHL,MSP,2024-09-06T21:51:43,2024-09-07T02:19:43
FL00314,SK663,AC1001,SkyWays,MSP,MKE,2024-09-07T06:49:10,2024-09-07T11:52:46
FL00315,SK747,AC1001,SkyWays,MKE,BNA,2024-09-07T13:11:46,2024-09-07T16:04:23
FL00316,SK856,AC1001,SkyWays,BNA,CLT,2024-09-07T16:49:23,2024-09-07T19:31:02
FL00317,SK704,AC1001,SkyWays,CLT,MIA,2024-09-08T06:37:56,2024-09-08T07:41:41
FL00318,SK646,AC1001,SkyWays,MIA,STL,2024-09-08T08:33:41,2024-09-08T13:55:29
FL00319,SK978,AC1001,SkyWays,STL,DFW,2024-09-08T14:46:29,2024-09-08T15:51:18
FL00320,SK284,AC1001,SkyWays,DFW,SEA,2024-09-08T16:54:18,2024-09-08T18:23:37
FL00321,SK433,AC1001,SkyWays,SEA,JFK,2024-09-08T19:31:37,2024-09-08T22:14:29
FL00322,SK549,AC1001,SkyWays,JFK,SEA,2024-09-08T23:25:29,2024-09-09T01:06:55
FL00323,SK563,AC1001,SkyWays,SEA,MIA,2024-09-09T06:19:26,2024-09-09T09:59:41
FL00324,SK698,AC1001,SkyWays,MIA,BNA,2024-09-09T10:54:41,2024-09-09T16:09:35
FL00325,SK416,AC1001,SkyWays,BNA,AUS,2024-09-09T17:25:35,2024-09-09T21:18:05
FL00326,SK677,AC1001,SkyWays,AUS,JFK,2024-09-09T22:26:05,2024-09-09T23:42:16
FL00327,SK337,AC1001,SkyWays,JFK,BNA,2024-09-10T01:06:16,2024-09-10T02:38:35
FL00328,SK196,AC1001,SkyWays,BNA,SAN,2024-09-10T03:28:35,2024-09-10T07:57:34
FL00329,SK371,AC1001,SkyWays,SAN,HNL,2024-09-10T06:31:02,2024-09-10T11:14:19
FL00330,SK440,AC1001,SkyWays,HNL,SEA,2024-09-10T12:15:19,2024-09-10T17:17:25
FL00331,SK453,AC1001,SkyWays,SEA,DFW,2024-09-10T18:25:25,2024-09-10T20:35:57
FL00332,SK910,AC1001,SkyWays,DFW,SAN,2024-09-10T21:52:57,2024-09-10T23:31:41
FL00333,SK363,AC1001,SkyWays,SAN,ATL,2024-09-11T00:54:41,2024-09-11T06:20:54
FL00334,SK360,AC1001,SkyWays,ATL,MCI,2024-09-11T08:47:45,2024-09-11T12:18:20
FL00335,SK717,AC1001,SkyWays,MCI,MSY,2024-09-11T13:34:20,2024-09-11T15:10:48
FL00336,SK433,AC1001,SkyWays,MSY,ATL,2024-09-11T16:23:48,2024-09-11T19:09:41
FL00337,SK786,AC1001,SkyWays,ATL,SJC,2024-09-11T20:13:41,2024-09-12T00:54:12
FL00338,SK367,AC1001,SkyWays,SJC,TPA,2024-09-12T06:50:38,2024-09-12T09:14:36
FL00339,SK810,AC1001,SkyWays,TPA,JFK,2024-09-12T10:16:36,2024-09-12T12:02:36
FL00340,SK188,AC1001,SkyWays,JFK,SFO,2024-09-12T12:56:36,2024-09-12T15:28:48
FL00341,SK256,AC1001,SkyWays,SFO,MCI,2024-09-12T16:22:48,2024-09-12T19:18:58
FL00342,SK983,AC1001,SkyWays,MCI,BOS,2024-09-12T20:16:58,2024-09-13T01:30:27
FL00343,SK783,AC1001,SkyWays,BOS,LAX,2024-09-13T02:37:27,2024-09-13T03:39:51
FL00344,SK476,AC1001,SkyWays,LAX,PIT,2024-09-13T08:19:05,2024-09-13T10:50:41
FL00345,SK380,AC1001,SkyWays,PIT,MIA,2024-09-13T12:09:41,2024-09-13T13:26:22
FL00346,SK549,AC1001,SkyWays,MIA,SMF,2024-09-13T14:44:22,2024-09-13T18:52:35
FL00347,SK779,AC1001,SkyWays,SMF,DFW,2024-09-13T19:49:35,2024-09-13T20:58:23
FL00348,SK354,AC1001,SkyWays,DFW,HNL,2024-09-13T22:16:23,2024-09-14T02:34:23
FL00349,SK838,AC1001,SkyWays,HNL,SEA,2024-09-14T06:27:50,2024-09-14T09:29:01
FL00350,SK618,AC1001,SkyWays,SEA,MIA,2024-09-14T10:32:01,2024-09-14T14:17:54
FL00351,SK880,AC1001,SkyWays,MIA,DTW,2024-09-14T15:09:54,2024-09-14T19:57:55
FL00352,SK401,AC1001,SkyWays,DTW,PHL,2024-09-14T21:10:55,2024-09-15T00:14:32
FL00353,SK306,AC1001,SkyWays,PHL,DTW,2024-09-15T06:48:19,2024-09-15T11:20:54
FL00354,SK987,AC1001,SkyWays,DTW,SLC,2024-09-15T12:27:54,2024-09-15T15:41:32
FL00355,SK934,AC1001,SkyWays,SLC,SEA,2024-09-15T16:51:32,2024-09-15T19:01:54
FL00356,SK514,AC1001,SkyWays,SEA,SMF,2024-09-15T19:46:54,2024-09-15T22:16:06
FL00357,SK291,AC1001,SkyWays,SMF,SLC,2024-09-15T23:29:06,2024-09-16T01:25:35
FL00358,SK449,AC1001,SkyWays,SLC,MIA,2024-09-16T08:37:22,2024-09-16T12:18:31
FL00359,SK304,AC1001,SkyWays,MIA,LAS,2024-09-16T13:38:31,2024-09-16T15:38:21
FL00360,SK512,AC1001,SkyWays,LAS,MIA,2024-09-16T16:29:21,2024-09-16T17:57:49
FL00361,SK650,AC1001,SkyWays,MIA,ORD,2024-09-16T18:42:49,2024-09-16T21:37:07
FL00362,SK893,AC1001,SkyWays,ORD,LAX,2024-09-17T08:51:54,2024-09-17T11:27:22
FL00363,SK196,AC1001,SkyWays,LAX,MSP,2024-09-17T12:27:22,2024-09-17T15:54:18
FL00364,SK425,AC1001,SkyWays,MSP,ATL,2024-09-17T16:54:18,2024-09-17T18:17:41
FL00365,SK536,AC1001,SkyWays,ATL,JFK,2024-09-17T19:07:41,2024-09-17T21:49:38
FL00366,SK396,AC1001,SkyWays,JFK,DCA,2024-09-17T22:49:38,2024-09-18T01:25:00
FL00367,SK418,AC1001,SkyWays,DCA,PHL,2024-09-18T08:44:18,2024-09-18T13:22:56
FL00368,SK248,AC1001,SkyWays,PHL,BOS,2024-09-18T14:38:56,2024-09-18T18:22:19
FL00369,SK813,AC1001,SkyWays,BOS,LAX,2024-09-18T19:28:19,2024-09-18T23:59:25
FL00370,SK350,AC1001,SkyWays,LAX,ORD,2024-09-19T01:25:25,2024-09-19T05:59:16
FL00371,SK396,AC1001,SkyWays,ORD,DFW,2024-09-19T07:10:16,2024-09-19T08:26:34
FL00372,SK767,AC1001,SkyWays,DFW,STL,2024-09-19T09:50:34,2024-09-19T13:04:36
FL00373,SK462,AC1001,SkyWays,STL,ABQ,2024-09-19T06:06:41,2024-09-19T09:15:38
FL00374,SK646,AC1001,SkyWays,ABQ,SEA,2024-09-19T10:25:38,2024-09-19T13:06:40
FL00375,SK267,AC1001,SkyWays,SEA,HNL,2024-09-19T14:26:40,2024-09-19T18:28:32
FL00376,SK387,AC1001,SkyWays,HNL,CLT,2024-09-20T06:09:42,2024-09-20T09:12:07
FL00377,SK717,AC1001,SkyWays,CLT,JFK,2024-09-20T10:34:07,2024-09-20T14:21:16
FL00378,SK965,AC1001,SkyWays,JFK,LAX,2024-09-20T15:15:16,2024-09-20T16:29:19
FL00379,SK140,AC1001,SkyWays,LAX,SEA,2024-09-20T17:56:19,2024-09-20T20:43:44
FL00380,SK625,AC1001,SkyWays,SEA,HNL,2024-09-21T08:57:17,2024-09-21T12:10:14
FL00381,SK647,AC1001,SkyWays,HNL,SEA,2024-09-21T13:36:14,2024-09-21T16:57:34
FL00382,SK572,AC1001,SkyWays,SEA,ORD,2024-09-21T18:21:34,2024-09-21T20:23:57
FL00383,SK312,AC1001,SkyWays,ORD,DFW,2024-09-21T21:19:57,2024-09-22T01:51:49
FL00384,SK792,AC1001,SkyWays,DFW,DEN,2024-09-22T06:06:41,2024-09-22T10:07:47
FL00385,SK340,AC1001,SkyWays,DEN,AUS,2024-09-22T11:23:47,2024-09-22T14:03:06
FL00386,SK469,AC1001,SkyWays,AUS,BOS,2024-09-22T15:20:06,2024-09-22T19:52:42
FL00387,SK933,AC1001,SkyWays,BOS,PHX,2024-09-22T21:06:42,2024-09-22T22:22:13
FL00388,SK871,AC1001,SkyWays,PHX,ORD,2024-09-22T23:43:13,2024-09-23T05:08:26
FL00389,SK962,AC1001,SkyWays,ORD,CLE,2024-09-23T08:57:39,2024-09-23T11:03:02
FL00390,SK386,AC1001,SkyWays,CLE,SLC,2024-09-23T12:28:02,2024-09-23T16:23:05
FL00391,SK469,AC1001,SkyWays,SLC,BOS,2024-09-23T17:29:05,2024-09-23T20:54:48
FL00392,SK155,AC1001,SkyWays,BOS,JAX,2024-09-23T22:08:48,2024-09-24T01:55:24
FL00393,SK745,AC1001,SkyWays,JAX,SEA,2024-09-24T02:47:24,2024-09-24T04:26:30
FL00394,SK823,AC1001,SkyWays,SEA,AUS,2024-09-24T05:25:30,2024-09-24T10:53:11
FL00395,SK789,AC1001,SkyWays,AUS,LAX,2024-09-24T06:37:42,2024-09-24T11:02:11
FL00396,SK185,AC1001,SkyWays,LAX,DEN,2024-09-24T12:13:11,2024-09-24T13:44:23
FL00397,SK304,AC1001,SkyWays,DEN,LAX,2024-09-24T14:30:23,2024-09-24T18:17:16
FL00398,SK545,AC1001,SkyWays,LAX,SFO,2024-09-24T19:15:16,2024-09-24T20:17:11
FL00399,SK878,AC1001,SkyWays,SFO,SEA,2024-09-25T06:13:54,2024-09-25T08:28:30
FL00400,SK399,AC1001,SkyWays,SEA,DFW,2024-09-25T09:27:30,2024-09-25T12:09:53
FL00401,SK187,AC1001,SkyWays,DFW,LAX,2024-09-25T13:06:53,2024-09-25T14:24:06
FL00402,SK424,AC1001,SkyWays,LAX,PDX,2024-09-25T15:16:06,2024-09-25T18:53:16
FL00403,SK686,AC1001,SkyWays,PDX,LAX,2024-09-26T07:00:12,2024-09-26T10:59:59
FL00404,SK111,AC1001,SkyWays,LAX,ORD,2024-09-26T12:19:59,2024-09-26T17:21:54
FL00405,SK338,AC1001,SkyWays,ORD,AUS,2024-09-26T18:32:54,2024-09-26T23:08:20
FL00406,SK583,AC1001,SkyWays,AUS,SFO,2024-09-27T08:59:35,2024-09-27T11:39:14
FL00407,SK345,AC1001,SkyWays,SFO,DEN,2024-09-27T12:39:14,2024-09-27T14:50:27
FL00408,SK639,AC1001,SkyWays,DEN,ORD,2024-09-27T15:36:27,2024-09-27T17:26:35
FL00409,SK506,AC1001,SkyWays,ORD,MIA,2024-09-27T18:35:35,2024-09-27T20:02:00
FL00410,SK271,AC1001,SkyWays,MIA,JFK,2024-09-27T21:14:00,2024-09-27T23:33:37
FL00411,SK394,AC1001,SkyWays,JFK,STL,2024-09-28T00:41:37,2024-09-28T03:40:29
FL00412,SK830,AC1001,SkyWays,STL,DEN,2024-09-28T06:15:22,2024-09-28T07:56:11
FL00413,SK955,AC1001,SkyWays,DEN,PHL,2024-09-28T09:24:11,2024-09-28T13:11:05
FL00414,SK224,AC1001,SkyWays,PHL,AUS,2024-09-28T14:39:05,2024-09-28T16:23:09
FL00415,SK820,AC1001,SkyWays,AUS,MEM,2024-09-28T17:37:09,2024-09-28T20:58:16
FL00416,SK510,AC1001,SkyWays,MEM,MSP,2024-09-28T22:16:16,2024-09-29T02:29:06
FL00417,SK208,AC1001,SkyWays,MSP,IND,2024-09-29T03:49:06,2024-09-29T05:15:44
FL00418,RE818,AC1002,RegionalCo,JFK,DEN,2024-07-01T06:29:14,2024-07-01T08:11:41
FL00419,RE526,AC1002,RegionalCo,DEN,ABQ,2024-07-01T09:15:41,2024-07-01T14:15:08
FL00420,RE961,AC1002,RegionalCo,ABQ,LAX,2024-07-01T15:28:08,2024-07-01T19:48:13
FL00421,RE100,AC1002,RegionalCo,LAX,ORD,2024-07-01T20:49:13,2024-07-02T01:49:53
FL00422,RE425,AC1002,RegionalCo,ORD,PDX,2024-07-02T02:59:53,2024-07-02T05:23:40
FL00423,RE107,AC1002,RegionalCo,PDX,MCI,2024-07-02T07:25:36,2024-07-02T09:17:27
FL00424,RE604,AC1002,RegionalCo,MCI,MKE,2024-07-02T10:43:27,2024-07-02T12:07:57
FL00425,RE997,AC1002,RegionalCo,MKE,SFO,2024-07-02T12:53:57,2024-07-02T14:49:39
FL00426,RE192,AC1002,RegionalCo,SFO,DFW,2024-07-02T16:02:39,2024-07-02T18:02:30
FL00427,RE565,AC1002,RegionalCo,DFW,PHL,2024-07-02T19:20:30,2024-07-02T23:16:00
FL00428,RE131,AC1002,RegionalCo,PHL,MSY,2024-07-03T07:04:22,2024-07-03T09:14:27
FL00429,RE840,AC1002,RegionalCo,MSY,IND,2024-07-03T10:17:27,2024-07-03T14:48:21
FL00430,RE397,AC1002,RegionalCo,IND,RDU,2024-07-03T16:08:21,2024-07-03T17:48:28
FL00431,RE410,AC1002,RegionalCo,RDU,ATL,2024-07-03T18:46:28,2024-07-03T22:52:21
FL00432,RE225,AC1002,RegionalCo,ATL,ABQ,2024-07-04T00:22:21,2024-07-04T01:41:11
FL00433,RE247,AC1002,RegionalCo,ABQ,PHL,2024-07-04T02:44:11,2024-07-04T07:58:41
FL00434,RE400,AC1002,RegionalCo,PHL,LAX,2024-07-04T08:51:25,2024-07-04T11:46:17
FL00435,RE156,AC1002,RegionalCo,LAX,SMF,2024-07-04T12:58:17,2024-07-04T15:08:56
FL00436,RE728,AC1002,RegionalCo,SMF,LAX,2024-07-04T16:15:56,2024-07-04T20:25:24
FL00437,RE871,AC1002,RegionalCo,LAX,SFO,2024-07-04T21:35:24,2024-07-04T22:52:51
FL00438,RE694,AC1002,RegionalCo,SFO,MIA,2024-07-05T06:17:44,2024-07-05T11:11:36
FL00439,RE761,AC1002,RegionalCo,MIA,SEA,2024-07-05T11:56:36,2024-07-05T16:26:58
FL00440,RE587,AC1002,RegionalCo,SEA,LAX,2024-07-05T17:17:58,2024-07-05T22:16:01
FL00441,RE790,AC1002,RegionalCo,LAX,ORD,2024-07-05T23:42:01,2024-07-06T01:42:26
FL00442,RE712,AC1002,RegionalCo,ORD,JFK,2024-07-06T08:16:14,2024-07-06T11:30:15
FL00443,RE690,AC1002,RegionalCo,JFK,TPA,2024-07-06T12:17:15,2024-07-06T15:41:51
FL00444,RE214,AC1002,RegionalCo,TPA,SEA,2024-07-06T16:46:51,2024-07-06T19:28:18
FL00445,RE430,AC1002,RegionalCo,SEA,ATL,2024-07-07T08:57:06,2024-07-07T13:04:53
FL00446,RE957,AC1002,RegionalCo,ATL,TPA,2024-07-07T14:06:53,2024-07-07T17:18:46
FL00447,RE977,AC1002,RegionalCo,TPA,ABQ,2024-07-07T18:26:46,2024-07-07T23:10:48
FL00448,RE135,AC1002,RegionalCo,ABQ,SEA,2024-07-08T00:10:48,2024-07-08T03:53:37
FL00449,RE781,AC1002,RegionalCo,SEA,DEN,2024-07-08T08:30:29,2024-07-08T10:35:40
FL00450,RE149,AC1002,RegionalCo,DEN,MIA,2024-07-08T12:04:40,2024-07-08T16:57:34
FL00451,RE865,AC1002,RegionalCo,MIA,SEA,2024-07-08T17:55:34,2024-07-08T19:17:53
FL00452,RE759,AC1002,RegionalCo,SEA,MSP,2024-07-08T20:37:53,2024-07-08T23:38:45
FL00453,RE133,AC1002,RegionalCo,MSP,BNA,2024-07-09T06:58:57,2024-07-09T12:12:14
FL00454,RE169,AC1002,RegionalCo,BNA,SMF,2024-07-09T13:27:14,2024-07-09T15:08:35
FL00455,RE617,AC1002,RegionalCo,SMF,IAD,2024-07-09T16:21:35,2024-07-09T19:07:02
FL00456,RE192,AC1002,RegionalCo,IAD,SEA,2024-07-10T06:51:50,2024-07-10T10:43:24
FL00457,RE841,AC1002,RegionalCo,SEA,JFK,2024-07-10T11:45:24,2024-07-10T15:51:42
FL00458,RE281,AC1002,RegionalCo,JFK,MSY,2024-07-10T17:16:42,2024-07-10T21:49:48
FL00459,RE126,AC1002,RegionalCo,MSY,SLC,2024-07-10T23:06:48,2024-07-11T04:07:46
FL00460,RE225,AC1002,RegionalCo,SLC,RDU,2024-07-11T07:10:52,2024-07-11T08:34:54
FL00461,RE242,AC1002,RegionalCo,RDU,HNL,2024-07-11T09:48:54,2024-07-11T12:18:37
FL00462,RE314,AC1002,RegionalCo,HNL,BWI,2024-07-11T13:12:37,2024-07-11T18:10:25
FL00463,RE825,AC1002,RegionalCo,BWI,DEN,2024-07-12T07:29:42,2024-07-12T12:12:20
FL00464,RE539,AC1002,RegionalCo,DEN,IND,2024-07-12T13:30:20,2024-07-12T18:44:54
FL00465,RE194,AC1002,RegionalCo,IND,ORD,2024-07-12T20:13:54,2024-07-13T01:34:26
FL00466,RE306,AC1002,RegionalCo,ORD,IAD,2024-07-13T03:00:26,2024-07-13T04:51:22
FL00467,RE903,AC1002,RegionalCo,IAD,IND,2024-07-13T06:07:22,2024-07-13T07:55:56
FL00468,RE135,AC1002,RegionalCo,IND,JFK,2024-07-13T08:49:56,2024-07-13T10:58:09
FL00469,RE825,AC1002,RegionalCo,JFK,BOS,2024-07-13T07:06:31,2024-07-13T08:24:13
FL00470,RE778,AC1002,RegionalCo,BOS,DEN,2024-07-13T09:18:13,2024-07-13T14:42:09
FL00471,RE926,AC1002,RegionalCo,DEN,MEM,2024-07-13T15:41:09,2024-07-13T20:45:10
FL00472,RE603,AC1002,RegionalCo,MEM,MSY,2024-07-14T07:04:36,2024-07-14T11:09:14
FL00473,RE902,AC1002,RegionalCo,MSY,DFW,2024-07-14T12:32:14,2024-07-14T14:52:00
FL00474,RE838,AC1002,RegionalCo,DFW,MIA,2024-07-14T15:59:00,2024-07-14T17:59:04
FL00475,RE173,AC1002,RegionalCo,MIA,JAX,2024-07-14T19:11:04,2024-07-14T23:42:59
FL00476,RE751,AC1002,RegionalCo,JAX,LAX,2024-07-15T00:47:59,2024-07-15T04:46:07
FL00477,RE792,AC1002,RegionalCo,LAX,ATL,2024-07-15T07:25:34,2024-07-15T12:40:52
FL00478,RE894,AC1002,RegionalCo,ATL,DEN,2024-07-15T14:01:52,2024-07-15T17:23:41
FL00479,RE316,AC1002,RegionalCo,DEN,SAN,2024-07-15T18:53:41,2024-07-15T20:21:39
FL00480,RE636,AC1002,RegionalCo,SAN,BOS,2024-07-16T08:43:08,2024-07-16T13:15:11
FL00481,RE886,AC1002,RegionalCo,BOS,IND,2024-07-16T14:45:11,2024-07-16T17:53:18
FL00482,RE953,AC1002,RegionalCo,IND,DEN,2024-07-16T19:14:18,2024-07-16T22:52:11
FL00483,RE631,AC1002,RegionalCo,DEN,MSP,2024-07-16T23:59:11,2024-07-17T02:57:53
FL00484,RE243,AC1002,RegionalCo,MSP,MEM,2024-07-17T07:16:21,2024-07-17T10:45:54
FL00485,RE557,AC1002,RegionalCo,MEM,ABQ,2024-07-17T12:09:54,2024-07-17T15:50:51
FL00486,RE408,AC1002,RegionalCo,ABQ,SJC,2024-07-17T16:39:51,2024-07-17T21:27:18
FL00487,RE548,AC1002,RegionalCo,SJC,SLC,2024-07-18T06:35:31,2024-07-18T12:01:21
FL00488,RE912,AC1002,RegionalCo,SLC,BOS,2024-07-18T13:00:21,2024-07-18T14:26:12
FL00489,RE962,AC1002,RegionalCo,BOS,ATL,2024-07-18T15:47:12,2024-07-18T17:32:51
FL00490,RE429,AC1002,RegionalCo,ATL,SMF,2024-07-19T06:02:47,2024-07-19T11:10:42
FL00491,RE370,AC1002,RegionalCo,SMF,MIA,2024-07-19T12:27:42,2024-07-19T17:18:18
FL00492,RE128,AC1002,RegionalCo,MIA,LAS,2024-07-19T18:09:18,2024-07-19T22:39:39
FL00493,RE239,AC1002,RegionalCo,LAS,DEN,2024-07-20T07:33:08,2024-07-20T12:10:45
FL00494,RE666,AC1002,RegionalCo,DEN,ATL,2024-07-20T13:29:45,2024-07-20T16:39:41
FL00495,RE324,AC1002,RegionalCo,ATL,BOS,2024-07-20T17:45:41,2024-07-20T22:04:30
FL00496,RE926,AC1002,RegionalCo,BOS,LAX,2024-07-20T23:07:30,2024-07-21T04:06:14
FL00497,RE797,AC1002,RegionalCo,LAX,JFK,2024-07-21T07:20:19,2024-07-21T10:11:17
FL00498,RE511,AC1002,RegionalCo,JFK,TPA,2024-07-21T10:59:17,2024-07-21T14:58:09
FL00499,RE835,AC1002,RegionalCo,TPA,BOS,2024-07-21T15:49:09,2024-07-21T21:15:37
FL00500,RE601,AC1002,RegionalCo,BOS,DFW,2024-07-22T07:00:39,2024-07-22T10:41:17
FL00501,RE604,AC1002,RegionalCo,DFW,IAH,2024-07-22T11:42:17,2024-07-22T13:44:29
FL00502,RE597,AC1002,RegionalCo,IAH,JFK,2024-07-22T14:58:29,2024-07-22T20:14:25
FL00503,RE930,AC1002,RegionalCo,JFK,ATL,2024-07-22T21:40:25,2024-07-23T00:32:15
FL00504,RE393,AC1002,RegionalCo,ATL,STL,2024-07-23T01:25:15,2024-07-23T06:27:13
FL00505,RE286,AC1002,RegionalCo,STL,ORD,2024-07-23T06:08:06,2024-07-23T07:34:10
FL00506,RE405,AC1002,RegionalCo,ORD,MKE,2024-07-23T08:47:10,2024-07-23T11:07:47
FL00507,RE428,AC1002,RegionalCo,MKE,ORD,2024-07-23T12:07:47,2024-07-23T17:05:08
FL00508,RE443,AC1002,RegionalCo,ORD,MSP,2024-07-23T17:58:08,2024-07-23T21:41:43
FL00509,RE222,AC1002,RegionalCo,MSP,HNL,2024-07-24T08:25:16,2024-07-24T12:13:49
FL00510,RE932,AC1002,RegionalCo,HNL,DTW,2024-07-24T13:00:49,2024-07-24T16:09:31
FL00511,RE812,AC1002,RegionalCo,DTW,JFK,2024-07-24T17:32:31,2024-07-24T19:35:45
FL00512,RE201,AC1002,RegionalCo,JFK,LAX,2024-07-24T20:40:45,2024-07-25T02:04:56
FL00513,RE865,AC1002,RegionalCo,LAX,BOS,2024-07-25T03:15:56,2024-07-25T07:52:08
