:ID(Delay),cause,minutes
DLY01099,Weather,41
DLY01100,Weather,42
DLY01101,Weather,39
DLY01102,NAS,58
DLY01103,Maintenance,56
DLY01104,Carrier,54
DLY01105,Carrier,49
DLY01106,Carrier,18
DLY01107,NAS,60
DLY01108,NAS,16
DLY01109,Carrier,37
DLY01110,Weather,176
DLY01111,Weather,104
DLY01112,Maintenance,136
DLY01113,NAS,82
DLY01114,Maintenance,35
DLY01115,Weather,110
DLY01116,Carrier,59
DLY01117,NAS,23
DLY01118,Weather,88
DLY01119,Weather,170
DLY01120,Weather,168
DLY01121,Maintenance,226
DLY01122,NAS,33
DLY01123,Weather,22
DLY01124,Carrier,23
DLY01125,Weather,42
DLY01126,NAS,67
DLY01127,NAS,23
DLY01128,NAS,32
DLY01129,NAS,71
DLY01130,NAS,72
DLY01131,Carrier,52
DLY01132,NAS,38
DLY01133,Weather,43
DLY01134,Maintenance,94
DLY01135,NAS,74
DLY01136,NAS,49
DLY01137,Carrier,32
DLY01138,Carrier,57
DLY01139,Maintenance,68
DLY01140,Carrier,19
DLY01141,NAS,58
DLY01142,NAS,25
DLY01143,Maintenance,182
DLY01144,NAS,81
DLY01145,Weather,71
DLY01146,NAS,51
DLY01147,Weather,22
DLY01148,NAS,27
DLY01149,Maintenance,90
DLY01150,Maintenance,162
DLY01151,Maintenance,107
DLY01152,NAS,41
DLY01153,Weather,162
DLY01154,NAS,37
DLY01155,Weather,26
DLY01156,Maintenance,232
DLY01157,NAS,37
DLY01158,Weather,125
DLY01159,Weather,97
DLY01160,Maintenance,155
DLY01161,NAS,17
DLY01162,NAS,34
DLY01163,Weather,120
DLY01164,NAS,42
DLY01165,NAS,71
DLY01166,Carrier,17
DLY01167,Weather,87
DLY01168,Weather,84
DLY01169,Weather,160
DLY01170,Maintenance,200
DLY01171,Maintenance,154
DLY01172,Weather,79
DLY01173,NAS,74
DLY01174,Weather,25
DLY01175,Maintenance,147
DLY01176,Carrier,46
DLY01177,Carrier,50
DLY01178,Weather,169
DLY01179,Carrier,52
DLY01180,NAS,71
DLY01181,Weather,149
DLY01182,Carrier,11
DLY01183,NAS,62
DLY01184,Carrier,52
DLY01185,Maintenance,89
DLY01186,NAS,31
DLY01187,Maintenance,167
DLY01188,Carrier,60
DLY01189,NAS,64
DLY01190,Carrier,44
DLY01191,Weather,49
DLY01192,NAS,24
DLY01193,Weather,101
DLY01194,Carrier,51
DLY01195,Carrier,59
DLY01196,Weather,116
DLY01197,Carrier,20
DLY01198,Weather,149
DLY01199,Weather,82
DLY01200,NAS,30
DLY01201,Maintenance,204
DLY01202,NAS,63
DLY01203,NAS,49
DLY01204,Maintenance,74
DLY01205,NAS,56
DLY01206,NAS,30
DLY01207,NAS,72
DLY01208,NAS,53
DLY01209,Weather,111
DLY01210,Maintenance,130
DLY01211,Carrier,44
DLY01212,Maintenance,207
DLY01213,NAS,66
DLY01214,Carrier,17
DLY01215,NAS,65
DLY01216,NAS,39
DLY01217,Carrier,53
DLY01218,Maintenance,48
DLY01219,Weather,91
DLY01220,Maintenance,208
DLY01221,Maintenance,121
DLY01222,NAS,87
DLY01223,Maintenance,227
DLY01224,Maintenance,151
DLY01225,Maintenance,208
DLY01226,Maintenance,41
DLY01227,Carrier,24
DLY01228,Maintenance,84
DLY01229,Carrier,37
DLY01230,Maintenance,55
DLY01231,Weather,148
DLY01232,NAS,36
DLY01233,NAS,23
DLY01234,Weather,83
DLY01235,Maintenance,94
DLY01236,Carrier,57
DLY01237,Weather,111
DLY01238,Maintenance,207
DLY01239,Maintenance,192
DLY01240,NAS,84
DLY01241,Maintenance,216
DLY01242,Weather,119
DLY01243,Carrier,21
DLY01244,Weather,151
DLY01245,Carrier,23
DLY01246,NAS,51
DLY01247,Maintenance,166
DLY01248,NAS,74
DLY01249,Weather,169
DLY01250,Maintenance,37
DLY01251,NAS,79
DLY01252,Weather,165
DLY01253,Carrier,19
DLY01254,NAS,21
DLY01255,Weather,165
DLY01256,Maintenance,148
DLY01257,Maintenance,135
DLY01258,Weather,78
DLY01259,Weather,38
DLY01260,Weather,123
DLY01261,Maintenance,222
DLY01262,Weather,145
DLY01263,Weather,105
DLY01264,Maintenance,220
DLY01265,Weather,56
DLY01266,Weather,53
DLY01267,Carrier,29
DLY01268,Carrier,28
DLY01269,NAS,61
DLY01270,Maintenance,54
DLY01271,Weather,175
DLY01272,Carrier,43
DLY01273,NAS,21
DLY01274,Maintenance,36
DLY01275,Weather,77
DLY01276,Carrier,23
DLY01277,Weather,157
DLY01278,NAS,20
DLY01279,NAS,68
DLY01280,Weather,112
DLY01281,Maintenance,113
DLY01282,Carrier,37
DLY01283,Maintenance,82
DLY01284,Weather,25
DLY01285,NAS,23
DLY01286,Weather,74
DLY01287,Weather,57
DLY01288,Carrier,51
DLY01289,Maintenance,119
DLY01290,Maintenance,225
DLY01291,Maintenance,159
DLY01292,Maintenance,204
DLY01293,Weather,38
DLY01294,Carrier,30
DLY01295,Maintenance,94
DLY01296,NAS,28
DLY01297,Carrier,43
DLY01298,Weather,123
DLY01299,Carrier,42
DLY01300,NAS,58
DLY01301,Maintenance,147
DLY01302,Maintenance,135
DLY01303,NAS,20
DLY01304,Maintenance,43
DLY01305,Maintenance,194
DLY01306,Maintenance,51
DLY01307,Maintenance,183
DLY01308,NAS,32
DLY01309,Weather,125
DLY01310,NAS,24
DLY01311,NAS,20
DLY01312,Weather,83
DLY01313,Maintenance,66
DLY01314,NAS,17
DLY01315,Maintenance,184
DLY01316,Weather,177
DLY01317,NAS,39
DLY01318,Maintenance,45
DLY01319,NAS,73
DLY01320,Maintenance,37
DLY01321,NAS,68
DLY01322,Weather,161
DLY01323,NAS,25
DLY01324,Carrier,15
DLY01325,Weather,164
DLY01326,NAS,28
DLY01327,Weather,39
DLY01328,Weather,48
DLY01329,Weather,53
DLY01330,Carrier,45
DLY01331,Carrier,60
DLY01332,NAS,41
DLY01333,NAS,33
DLY01334,Maintenance,93
DLY01335,NAS,69
DLY01336,NAS,56
DLY01337,Weather,65
DLY01338,NAS,47
DLY01339,Carrier,42
DLY01340,Carrier,47
DLY01341,NAS,74
DLY01342,NAS,80
DLY01343,Weather,125
DLY01344,Weather,42
DLY01345,Weather,121
DLY01346,Maintenance,123
DLY01347,Weather,129
DLY01348,Maintenance,51
DLY01349,Weather,96
DLY01350,Maintenance,130
DLY01351,NAS,33
DLY01352,Carrier,36
DLY01353,Carrier,56
DLY01354,Maintenance,129
DLY01355,Weather,110
DLY01356,Weather,95
DLY01357,NAS,79
DLY01358,Weather,115
DLY01359,Maintenance,130
DLY01360,NAS,43
DLY01361,Maintenance,102
DLY01362,Maintenance,217
DLY01363,Carrier,57
DLY01364,Carrier,49
DLY01365,NAS,84
DLY01366,Weather,180
DLY01367,Weather,50
DLY01368,NAS,79
DLY01369,Carrier,34
DLY01370,NAS,90
DLY01371,Weather,104
DLY01372,Weather,33
DLY01373,Maintenance,217
DLY01374,NAS,35
DLY01375,Weather,160
DLY01376,NAS,87
DLY01377,NAS,74
DLY01378,NAS,19
DLY01379,Weather,150
DLY01380,Weather,165
DLY01381,Weather,163
DLY01382,Maintenance,101
DLY01383,NAS,85
DLY01384,Maintenance,58
DLY01385,Carrier,19
DLY01386,Weather,72
DLY01387,NAS,83
DLY01388,Maintenance,47
DLY01389,Weather,77
DLY01390,Carrier,58
DLY01391,Weather,177
DLY01392,NAS,63
DLY01393,Carrier,49
DLY01394,Maintenance,120
DLY01395,NAS,41
DLY01396,Weather,124
DLY01397,Weather,165
DLY01398,Carrier,57
DLY01399,Maintenance,217
DLY01400,Carrier,10
DLY01401,Maintenance,139
DLY01402,Weather,154
DLY01403,Carrier,21
DLY01404,NAS,24
DLY01405,Weather,167
DLY01406,Carrier,40
DLY01407,Weather,136
DLY01408,Carrier,21
DLY01409,Weather,20
DLY01410,Maintenance,136
DLY01411,Weather,80
DLY01412,Maintenance,91
DLY01413,Weather,157
DLY01414,Weather,77
DLY01415,NAS,62
DLY01416,Weather,40
DLY01417,Weather,67
DLY01418,Maintenance,65
DLY01419,NAS,72
DLY01420,Maintenance,193
DLY01421,Weather,94
DLY01422,Carrier,11
DLY01423,Weather,85
DLY01424,Carrier,21
DLY01425,Weather,167
DLY01426,Weather,27
DLY01427,NAS,51
DLY01428,Weather,116
DLY01429,Maintenance,77
DLY01430,Weather,39
DLY01431,Weather,55
DLY01432,Maintenance,189
DLY01433,Carrier,25
DLY01434,Maintenance,162
DLY01435,Carrier,12
DLY01436,NAS,66
DLY01437,Weather,127
DLY01438,Weather,42
DLY01439,Carrier,52
DLY01440,Weather,133
DLY01441,Weather,27
DLY01442,Maintenance,232
DLY01443,Weather,43
DLY01444,Carrier,49
DLY01445,Maintenance,58
DLY01446,NAS,59
DLY01447,Carrier,48
DLY01448,Weather,171
DLY01449,Maintenance,200
DLY01450,Weather,38
DLY01451,Weather,163
DLY01452,Weather,169
DLY01453,Maintenance,169
DLY01454,Maintenance,104
DLY01455,Weather,106
DLY01456,NAS,70
DLY01457,NAS,74
DLY01458,Weather,71
DLY01459,Weather,160
DLY01460,NAS,87
DLY01461,Weather,164
DLY01462,NAS,86
DLY01463,Carrier,49
DLY01464,Weather,170
DLY01465,Carrier,60
DLY01466,Maintenance,141
DLY01467,NAS,20
DLY01468,Carrier,58
DLY01469,Weather,148
DLY01470,Maintenance,181
DLY01471,NAS,53
DLY01472,NAS,57
DLY01473,Weather,85
DLY01474,Weather,50
DLY01475,NAS,85
DLY01476,Weather,82
DLY01477,Carrier,26
DLY01478,Carrier,12
DLY01479,Weather,111
DLY01480,Weather,133
DLY01481,Weather,95
DLY01482,NAS,63
DLY01483,NAS,18
DLY01484,NAS,61
DLY01485,Weather,59
DLY01486,Weather,180
DLY01487,NAS,62
DLY01488,Carrier,54
DLY01489,Maintenance,158
DLY01490,Weather,20
DLY01491,Maintenance,37
DLY01492,Carrier,40
DLY01493,NAS,56
DLY01494,NAS,69
DLY01495,Carrier,16
DLY01496,NAS,42
DLY01497,Maintenance,207
DLY01498,Maintenance,160
DLY01499,NAS,57
DLY01500,Carrier,20
DLY01501,Carrier,22
DLY01502,Carrier,38
DLY01503,Maintenance,227
DLY01504,Maintenance,99
DLY01505,Carrier,20
DLY01506,Weather,170
DLY01507,Carrier,59
DLY01508,NAS,89
DLY01509,Carrier,45
DLY01510,NAS,55
DLY01511,Weather,103
DLY01512,NAS,26
DLY01513,NAS,70
DLY01514,Maintenance,122
DLY01515,Carrier,44
DLY01516,Weather,60
DLY01517,Maintenance,179
DLY01518,Weather,120
DLY01519,Maintenance,55
DLY01520,Carrier,23
DLY01521,Weather,46
DLY01522,NAS,79
DLY01523,Maintenance,196
DLY01524,Maintenance,124
DLY01525,Maintenance,168
DLY01526,Weather,133
DLY01527,NAS,59
DLY01528,NAS,51
DLY01529,NAS,32
DLY01530,Weather,63
DLY01531,NAS,26
DLY01532,Weather,78
DLY01533,NAS,71
DLY01534,NAS,70
DLY01535,Weather,79
DLY01536,Weather,60
DLY01537,Weather,82
DLY01538,Weather,149
DLY01539,Carrier,60
DLY01540,NAS,78
DLY01541,Weather,167
DLY01542,NAS,66
DLY01543,Maintenance,204
DLY01544,NAS,74
DLY01545,Weather,156
DLY01546,Carrier,30
DLY01547,NAS,44
DLY01548,Carrier,22
DLY01549,Maintenance,187
DLY01550,NAS,82
DLY01551,NAS,90
DLY01552,Maintenance,111
DLY01553,Weather,51
DLY01554,NAS,36
DLY01555,Weather,60
DLY01556,NAS,55
DLY01557,Carrier,47
DLY01558,NAS,79
DLY01559,Maintenance,235
DLY01560,Weather,167
DLY01561,NAS,73
DLY01562,NAS,32
DLY01563,NAS,69
DLY01564,Weather,101
DLY01565,NAS,53
DLY01566,Carrier,24
DLY01567,NAS,21
DLY01568,Weather,177
DLY01569,Carrier,57
DLY01570,Weather,95
DLY01571,Maintenance,184
DLY01572,Maintenance,66
DLY01573,Carrier,48
DLY01574,Weather,131
DLY01575,Weather,41
DLY01576,NAS,39
DLY01577,Maintenance,105
DLY01578,Carrier,56
DLY01579,Weather,120
DLY01580,NAS,55
DLY01581,Maintenance,160
DLY01582,Maintenance,227
DLY01583,Carrier,52
DLY01584,Maintenance,81
DLY01585,Maintenance,70
DLY01586,Maintenance,49
DLY01587,Carrier,39
DLY01588,Maintenance,224
DLY01589,Weather,120
DLY01590,Carrier,45
DLY01591,Carrier,10
DLY01592,Weather,109
DLY01593,NAS,79
DLY01594,Weather,51
DLY01595,Weather,110
DLY01596,NAS,66
DLY01597,Maintenance,51
DLY01598,Carrier,37
DLY01599,Carrier,15
DLY01600,Weather,167
DLY01601,Weather,102
DLY01602,NAS,69
DLY01603,Weather,25
DLY01604,NAS,20
DLY01605,Weather,176
DLY01606,Carrier,45
DLY01607,Maintenance,214
DLY01608,Carrier,40
DLY01609,NAS,62
DLY01610,Weather,168
DLY01611,Weather,128
DLY01612,NAS,25
DLY01613,NAS,54
DLY01614,Weather,87
DLY01615,Maintenance,135
DLY01616,NAS,36
DLY01617,NAS,67
DLY01618,Weather,77
DLY01619,Carrier,41
DLY01620,Maintenance,118
DLY01621,NAS,71
DLY01622,NAS,74
DLY01623,NAS,23
DLY01624,NAS,49
DLY01625,Carrier,59
DLY01626,Carrier,29
DLY01627,Maintenance,149
DLY01628,Maintenance,107
DLY01629,NAS,22
DLY01630,Maintenance,201
DLY01631,NAS,55
DLY01632,NAS,63
DLY01633,Carrier,14
DLY01634,Weather,94
DLY01635,Carrier,51
DLY01636,Carrier,37
DLY01637,Maintenance,159
DLY01638,Weather,57
DLY01639,Weather,148
DLY01640,Weather,152
DLY01641,Weather,48
DLY01642,Weather,140
DLY01643,Weather,90
DLY01644,Maintenance,206
DLY01645,Weather,141
DLY01646,Weather,81
DLY01647,Weather,56
DLY01648,Maintenance,96
DLY01649,NAS,78
DLY01650,NAS,88
DLY01651,NAS,56
DLY01652,NAS,20
DLY01653,NAS,61
DLY01654,NAS,52
DLY01655,NAS,90
DLY01656,NAS,41
DLY01657,Maintenance,139
DLY01658,NAS,15
DLY01659,Maintenance,190
DLY01660,Maintenance,138
DLY01661,Maintenance,86
DLY01662,NAS,84
DLY01663,Weather,87
DLY01664,Weather,44
DLY01665,Weather,32
DLY01666,NAS,74
DLY01667,Weather,36
DLY01668,Carrier,41
DLY01669,Weather,117
DLY01670,Weather,95
DLY01671,Weather,105
DLY01672,NAS,54
DLY01673,Weather,114
DLY01674,Maintenance,145
DLY01675,Carrier,55
DLY01676,Maintenance,66
DLY01677,Carrier,16
DLY01678,Weather,106
DLY01679,Maintenance,203
DLY01680,Weather,46
DLY01681,Maintenance,36
DLY01682,Maintenance,226
DLY01683,Maintenance,32
DLY01684,NAS,35
DLY01685,Weather,155
DLY01686,Weather,135
DLY01687,Weather,141
DLY01688,Weather,151
DLY01689,Weather,56
DLY01690,Maintenance,216
DLY01691,Weather,26
DLY01692,NAS,72
DLY01693,Carrier,50
DLY01694,Weather,137
DLY01695,NAS,45
DLY01696,NAS,24
DLY01697,Weather,49
DLY01698,Weather,152
DLY01699,Weather,139
DLY01700,Carrier,48
DLY01701,Weather,133
DLY01702,Carrier,41
DLY01703,Weather,179
DLY01704,Carrier,30
DLY01705,Weather,136
DLY01706,Weather,168
DLY01707,Carrier,22
DLY01708,Weather,175
DLY01709,NAS,33
DLY01710,Maintenance,73
DLY01711,Weather,169
DLY01712,NAS,86
DLY01713,Maintenance,32
DLY01714,Weather,79
DLY01715,NAS,49
DLY01716,Weather,99
DLY01717,NAS,46
DLY01718,NAS,19
DLY01719,Weather,92
DLY01720,NAS,16
DLY01721,Carrier,41
DLY01722,NAS,25
DLY01723,Maintenance,65
DLY01724,Maintenance,158
DLY01725,Carrier,53
DLY01726,NAS,25
DLY01727,Carrier,52
DLY01728,NAS,54
DLY01729,Weather,84
DLY01730,NAS,43
DLY01731,Carrier,16
DLY01732,NAS,62
DLY01733,NAS,17
DLY01734,NAS,82
DLY01735,Maintenance,78
DLY01736,Weather,173
DLY01737,Weather,162
DLY01738,Weather,43
DLY01739,Maintenance,30
DLY01740,Carrier,27
DLY01741,NAS,77
DLY01742,Weather,91
DLY01743,Carrier,35
DLY01744,Weather,100
DLY01745,Carrier,16
DLY01746,Weather,102
DLY01747,Carrier,53
DLY01748,Carrier,22
DLY01749,Maintenance,137
DLY01750,Weather,158
DLY01751,NAS,48
DLY01752,NAS,29
DLY01753,Carrier,40
DLY01754,NAS,38
DLY01755,Weather,135
DLY01756,Maintenance,128
DLY01757,NAS,81
DLY01758,Weather,113
DLY01759,Weather,144
DLY01760,Maintenance,109
DLY01761,Weather,51
DLY01762,Weather,159
DLY01763,NAS,70
DLY01764,Carrier,30
DLY01765,Maintenance,99
DLY01766,Weather,125
DLY01767,Weather,168
DLY01768,NAS,23
DLY01769,NAS,71
DLY01770,Carrier,22
DLY01771,NAS,47
DLY01772,Maintenance,99
DLY01773,Maintenance,171
DLY01774,Maintenance,196
DLY01775,NAS,18
DLY01776,Maintenance,115
DLY01777,Weather,90
DLY01778,Weather,170
DLY01779,NAS,32
DLY01780,Weather,66
DLY01781,Weather,77
DLY01782,Weather,78
DLY01783,Maintenance,163
DLY01784,Carrier,38
DLY01785,Weather,62
DLY01786,Weather,40
DLY01787,Carrier,45
DLY01788,Carrier,11
DLY01789,Weather,95
DLY01790,Carrier,59
DLY01791,Carrier,40
DLY01792,NAS,84
DLY01793,NAS,18
DLY01794,Weather,50
DLY01795,NAS,28
DLY01796,NAS,27
DLY01797,Maintenance,206
DLY01798,NAS,58
DLY01799,Carrier,34
DLY01800,Carrier,53
DLY01801,Maintenance,204
DLY01802,NAS,73
DLY01803,Carrier,29
DLY01804,NAS,23
DLY01805,Maintenance,81
DLY01806,Maintenance,179
DLY01807,Weather,83
DLY01808,Maintenance,153
DLY01809,Maintenance,65
DLY01810,NAS,72
DLY01811,Carrier,35
DLY01812,Carrier,42
DLY01813,Weather,176
DLY01814,NAS,52
DLY01815,Weather,57
DLY01816,Maintenance,104
DLY01817,Weather,155
DLY01818,Maintenance,234
DLY01819,Maintenance,194
DLY01820,Weather,26
DLY01821,Maintenance,227
DLY01822,Weather,165
DLY01823,Maintenance,239
DLY01824,Maintenance,159
DLY01825,Carrier,36
DLY01826,NAS,77
DLY01827,Carrier,14
DLY01828,Weather,50
DLY01829,NAS,34
DLY01830,Maintenance,183
DLY01831,Weather,78
DLY01832,Weather,152
DLY01833,NAS,46
DLY01834,Maintenance,72
DLY01835,NAS,47
DLY01836,Weather,41
DLY01837,Maintenance,190
DLY01838,NAS,56
DLY01839,Weather,105
DLY01840,Carrier,29
DLY01841,NAS,56
DLY01842,NAS,79
DLY01843,Weather,71
DLY01844,Maintenance,172
DLY01845,Carrier,46
DLY01846,NAS,51
DLY01847,Weather,172
DLY01848,NAS,41
DLY01849,NAS,74
DLY01850,Carrier,34
DLY01851,Maintenance,134
DLY01852,Carrier,52
DLY01853,Weather,79
DLY01854,Maintenance,152
DLY01855,Maintenance,189
DLY01856,Weather,134
DLY01857,Maintenance,197
DLY01858,Maintenance,132
DLY01859,Carrier,51
DLY01860,Maintenance,98
DLY01861,Weather,123
DLY01862,Carrier,45
DLY01863,NAS,19
DLY01864,Carrier,14
DLY01865,Weather,168
DLY01866,Maintenance,160
DLY01867,Weather,178
DLY01868,Maintenance,65
DLY01869,NAS,64
DLY01870,Weather,166
DLY01871,Weather,23
DLY01872,Carrier,51
DLY01873,Weather,84
DLY01874,Weather,126
DLY01875,Maintenance,216
DLY01876,NAS,27
DLY01877,Weather,137
DLY01878,Weather,156
DLY01879,NAS,81
DLY01880,Maintenance,236
DLY01881,Weather,116
DLY01882,NAS,41
DLY01883,NAS,70
DLY01884,Carrier,19
DLY01885,NAS,61
DLY01886,Maintenance,41
DLY01887,Weather,52
DLY01888,Weather,151
DLY01889,Maintenance,61
DLY01890,Maintenance,124
DLY01891,Carrier,57
DLY01892,Weather,141
DLY01893,Carrier,11
DLY01894,NAS,31
DLY01895,NAS,82
DLY01896,Carrier,56
DLY01897,NAS,76
DLY01898,Carrier,33
DLY01899,Maintenance,75
DLY01900,Weather,109
DLY01901,NAS,34
DLY01902,Maintenance,222
DLY01903,Carrier,53
DLY01904,Carrier,44
DLY01905,Weather,115
DLY01906,NAS,76
DLY01907,Weather,90
DLY01908,Carrier,40
DLY01909,Weather,50
DLY01910,Weather,166
DLY01911,Weather,101
DLY01912,Weather,162
DLY01913,Weather,167
DLY01914,Maintenance,186
DLY01915,Weather,60
DLY01916,Carrier,32
DLY01917,Weather,153
DLY01918,NAS,87
DLY01919,Weather,94
DLY01920,Maintenance,182
DLY01921,Carrier,56
DLY01922,NAS,82
DLY01923,Carrier,58
DLY01924,NAS,47
DLY01925,NAS,34
DLY01926,Maintenance,75
DLY01927,Carrier,10
DLY01928,Weather,170
DLY01929,Weather,107
DLY01930,Weather,46
DLY01931,Carrier,56
DLY01932,Carrier,45
DLY01933,Carrier,44
DLY01934,Weather,29
DLY01935,Maintenance,45
DLY01936,Weather,158
DLY01937,Carrier,57
DLY01938,NAS,72
DLY01939,NAS,44
DLY01940,Weather,76
DLY01941,Weather,125
DLY01942,NAS,89
DLY01943,Maintenance,106
DLY01944,Maintenance,111
DLY01945,Carrier,54
DLY01946,NAS,39
DLY01947,Maintenance,194
DLY01948,Weather,137
DLY01949,Carrier,20
DLY01950,NAS,54
DLY01951,Maintenance,221
DLY01952,Maintenance,35
DLY01953,Weather,95
DLY01954,Maintenance,105
DLY01955,Maintenance,106
DLY01956,Maintenance,191
DLY01957,NAS,78
DLY01958,Carrier,12
DLY01959,Carrier,45
DLY01960,Weather,55
DLY01961,NAS,71
DLY01962,Carrier,16
DLY01963,Weather,129
DLY01964,Maintenance,131
DLY01965,Carrier,51
DLY01966,Maintenance,129
DLY01967,NAS,15
DLY01968,Carrier,30
DLY01969,Weather,125
DLY01970,Carrier,10
DLY01971,Weather,109
DLY01972,NAS,37
DLY01973,NAS,16
DLY01974,Weather,80
DLY01975,NAS,19
DLY01976,Carrier,14
DLY01977,Maintenance,111
DLY01978,Carrier,15
DLY01979,Weather,51
DLY01980,Maintenance,79
DLY01981,Maintenance,225
DLY01982,Weather,178
DLY01983,Weather,50
DLY01984,Maintenance,43
DLY01985,Maintenance,176
DLY01986,NAS,39
DLY01987,Maintenance,179
DLY01988,Carrier,43
DLY01989,Carrier,13
DLY01990,Maintenance,74
DLY01991,Maintenance,34
DLY01992,Carrier,49
DLY01993,Weather,24
DLY01994,Maintenance,77
DLY01995,NAS,69
DLY01996,Weather,26
DLY01997,NAS,67
DLY01998,Maintenance,170
DLY01999,NAS,43
DLY02000,Maintenance,159
DLY02001,Carrier,13
DLY02002,Carrier,22
DLY02003,Carrier,29
DLY02004,Carrier,37
DLY02005,NAS,58
DLY02006,NAS,18
DLY02007,Maintenance,73
DLY02008,Weather,24
DLY02009,Maintenance,137
DLY02010,Weather,22
DLY02011,Weather,168
DLY02012,Carrier,41
DLY02013,NAS,85
DLY02014,Carrier,10
DLY02015,Weather,29
DLY02016,Weather,167
DLY02017,Maintenance,207
DLY02018,Maintenance,30
DLY02019,Weather,58
DLY02020,Maintenance,133
DLY02021,Weather,78
DLY02022,Weather,41
DLY02023,Carrier,53
DLY02024,NAS,61
DLY02025,Maintenance,104
DLY02026,Carrier,40
DLY02027,NAS,40
DLY02028,NAS,64
DLY02029,NAS,38
DLY02030,Weather,140
DLY02031,Weather,91
DLY02032,NAS,90
DLY02033,Maintenance,154
DLY02034,Weather,89
DLY02035,Weather,177
DLY02036,Carrier,19
DLY02037,NAS,39
DLY02038,Maintenance,101
DLY02039,Maintenance,132
DLY02040,Maintenance,44
DLY02041,Weather,164
DLY02042,Carrier,20
DLY02043,Maintenance,184
DLY02044,Weather,166
DLY02045,Maintenance,192
DLY02046,NAS,19
DLY02047,NAS,59
DLY02048,Weather,154
DLY02049,Carrier,44
DLY02050,NAS,73
DLY02051,NAS,51
DLY02052,NAS,82
DLY02053,Maintenance,225
DLY02054,Maintenance,109
DLY02055,Maintenance,192
DLY02056,NAS,69
DLY02057,NAS,55
DLY02058,Weather,66
DLY02059,Carrier,14
DLY02060,Maintenance,153
DLY02061,Maintenance,122
DLY02062,NAS,61
DLY02063,NAS,81
DLY02064,NAS,87
DLY02065,NAS,67
DLY02066,Maintenance,65
DLY02067,NAS,64
DLY02068,Weather,90
DLY02069,NAS,18
DLY02070,Maintenance,166
DLY02071,Maintenance,228
DLY02072,Weather,149
DLY02073,Maintenance,160
DLY02074,Maintenance,180
DLY02075,Maintenance,203
DLY02076,Weather,57
DLY02077,Carrier,44
DLY02078,Maintenance,147
DLY02079,Carrier,25
DLY02080,Carrier,10
DLY02081,Carrier,12
DLY02082,Weather,39
DLY02083,NAS,23
DLY02084,Maintenance,144
DLY02085,Carrier,11
DLY02086,Maintenance,100
DLY02087,Weather,63
DLY02088,Weather,38
DLY02089,Weather,100
DLY02090,Carrier,38
DLY02091,Carrier,37
DLY02092,Weather,178
DLY02093,Carrier,20
DLY02094,Weather,41
DLY02095,Weather,27
DLY02096,NAS,76
DLY02097,Maintenance,40
DLY02098,NAS,29
DLY02099,Maintenance,201
DLY02100,Maintenance,56
DLY02101,NAS,57
DLY02102,NAS,28
DLY02103,Weather,175
DLY02104,Maintenance,192
DLY02105,Weather,143
DLY02106,Weather,133
DLY02107,NAS,73
DLY02108,Weather,31
DLY02109,Maintenance,153
DLY02110,Weather,115
DLY02111,NAS,76
DLY02112,Weather,52
DLY02113,NAS,16
DLY02114,Weather,87
DLY02115,Maintenance,172
DLY02116,Carrier,19
